mRNA_ID	Length
Pavir.1KG074677.1.v5.1	798
Pavir.1KG075400.1.v5.1	1563
Pavir.1KG075500.1.v5.1	1246
Pavir.1KG075600.2.v5.1	2126
Pavir.1KG075700.1.v5.1	1403
Pavir.1KG075800.1.v5.1	1190
Pavir.1KG076000.5.v5.1	828
Pavir.1KG076100.5.v5.1	2343
Pavir.1KG076200.1.v5.1	1679
Pavir.1KG076400.2.v5.1	1817
Pavir.1KG076500.1.v5.1	1534
Pavir.1KG076577.1.v5.1	246
Pavir.1KG076600.2.v5.1	1878
Pavir.1KG076800.2.v5.1	1661
Pavir.1KG076900.4.v5.1	976
Pavir.1KG076954.3.v5.1	2910
Pavir.1KG076977.2.v5.1	1872
Pavir.1KG077000.1.v5.1	1732
Pavir.1KG077100.6.v5.1	1612
Pavir.1KG077200.2.v5.1	3377
Pavir.1KG077277.1.v5.1	582
Pavir.1KG077354.1.v5.1	2489
Pavir.1KG077477.1.v5.1	1755
Pavir.1KG077600.1.v5.1	312
Pavir.1KG077700.1.v5.1	384
Pavir.1KG077800.1.v5.1	375
Pavir.1KG077854.2.v5.1	2269
Pavir.1KG078231.1.v5.1	949
Pavir.1KG078600.3.v5.1	3387
Pavir.1KG078608.4.v5.1	2994
Pavir.1KG078700.4.v5.1	1406
Pavir.1KG078985.1.v5.1	1908
Pavir.1KG079077.1.v5.1	1036
Pavir.1KG079362.2.v5.1	3085
Pavir.1KG079400.1.v5.1	3836
Pavir.1KG079454.1.v5.1	1149
Pavir.1KG079739.1.v5.1	689
Pavir.1KG079777.1.v5.1	429
Pavir.1KG080000.1.v5.1	2322
Pavir.1KG080100.1.v5.1	489
Pavir.1KG080116.2.v5.1	3026
Pavir.1KG080154.1.v5.1	360
Pavir.1KG080200.1.v5.1	1401
Pavir.1KG080400.2.v5.1	1760
Pavir.1KG080493.6.v5.1	3499
Pavir.1KG080531.1.v5.1	1458
Pavir.1KG080600.1.v5.1	2414
Pavir.1KG080800.1.v5.1	3057
Pavir.1KG080870.1.v5.1	1561
Pavir.1KG080900.1.v5.1	602
Pavir.1KG080977.1.v5.1	1224
Pavir.1KG081000.1.v5.1	210
Pavir.1KG081100.2.v5.1	2987
Pavir.1KG081200.2.v5.1	2445
Pavir.1KG081247.1.v5.1	330
Pavir.1KG081300.2.v5.1	770
Pavir.1KG081400.1.v5.1	1293
Pavir.1KG081500.1.v5.1	2443
Pavir.1KG081642.1.v5.1	1078
Pavir.1KG081800.3.v5.1	2892
Pavir.1KG081877.1.v5.1	447
Pavir.1KG081900.4.v5.1	1595
Pavir.1KG082000.1.v5.1	1927
Pavir.1KG082254.1.v5.1	860
Pavir.1KG082377.1.v5.1	1206
Pavir.1KG082754.1.v5.1	1319
Pavir.1KG082900.8.v5.1	1986
Pavir.1KG083000.2.v5.1	1678
Pavir.1KG083100.1.v5.1	1464
Pavir.1KG083200.1.v5.1	1752
Pavir.1KG083400.2.v5.1	2448
Pavir.1KG083500.7.v5.1	4632
Pavir.1KG083577.1.v5.1	557
Pavir.1KG083700.1.v5.1	1846
Pavir.1KG083800.3.v5.1	900
Pavir.1KG083877.8.v5.1	3494
Pavir.1KG084100.2.v5.1	1487
Pavir.1KG084177.1.v5.1	939
Pavir.1KG084200.1.v5.1	1298
Pavir.1KG084254.1.v5.1	1290
Pavir.1KG084500.1.v5.1	2501
Pavir.1KG084577.1.v5.1	1362
Pavir.1KG084800.4.v5.1	1995
Pavir.1KG085000.1.v5.1	1232
Pavir.1KG085200.1.v5.1	1742
Pavir.1KG085300.1.v5.1	525
Pavir.1KG085400.1.v5.1	2459
Pavir.1KG085500.1.v5.1	3133
Pavir.1KG085577.1.v5.1	1792
Pavir.1KG085600.1.v5.1	2118
Pavir.1KG085700.1.v5.1	546
Pavir.1KG085877.1.v5.1	1624
Pavir.1KG086000.1.v5.1	1029
Pavir.1KG086077.1.v5.1	1231
Pavir.1KG086100.1.v5.1	1168
Pavir.1KG086200.1.v5.1	761
Pavir.1KG086254.1.v5.1	321
Pavir.1KG086400.3.v5.1	937
Pavir.1KG086577.1.v5.1	357
Pavir.1KG086600.1.v5.1	1478
Pavir.1KG086631.1.v5.1	999
Pavir.1KG086900.3.v5.1	3296
Pavir.1KG086954.1.v5.1	429
Pavir.1KG087000.1.v5.1	549
Pavir.1KG087277.1.v5.1	1388
Pavir.1KG087300.2.v5.1	1729
Pavir.1KG087331.1.v5.1	2510
Pavir.1KG087377.1.v5.1	369
Pavir.1KG087708.1.v5.1	642
Pavir.1KG088000.1.v5.1	2977
Pavir.1KG088200.2.v5.1	776
Pavir.1KG088800.1.v5.1	1853
Pavir.1KG088900.1.v5.1	1584
Pavir.1KG089100.1.v5.1	3260
Pavir.1KG089477.1.v5.1	2834
Pavir.1KG089500.1.v5.1	2599
Pavir.1KG089800.1.v5.1	1057
Pavir.1KG089854.2.v5.1	2319
Pavir.1KG089877.1.v5.1	2614
Pavir.1KG090000.3.v5.1	1974
Pavir.1KG090300.1.v5.1	1221
Pavir.1KG090400.3.v5.1	1514
Pavir.1KG090500.1.v5.1	841
Pavir.1KG090600.1.v5.1	1474
Pavir.1KG090700.5.v5.1	3385
Pavir.1KG090800.1.v5.1	531
Pavir.1KG090900.1.v5.1	432
Pavir.1KG091000.2.v5.1	1503
Pavir.1KG091100.1.v5.1	2010
Pavir.1KG091277.1.v5.1	441
Pavir.1KG091300.3.v5.1	1983
Pavir.1KG091377.1.v5.1	1441
Pavir.1KG091654.1.v5.1	528
Pavir.1KG091700.1.v5.1	3573
Pavir.1KG091800.3.v5.1	3182
Pavir.1KG092000.2.v5.1	1608
Pavir.1KG092100.2.v5.1	1768
Pavir.1KG092200.1.v5.1	1017
Pavir.1KG092300.2.v5.1	1802
Pavir.1KG092400.2.v5.1	1431
Pavir.1KG092700.3.v5.1	3689
Pavir.1KG092800.1.v5.1	1327
Pavir.1KG092900.1.v5.1	1716
Pavir.1KG093000.2.v5.1	1493
Pavir.1KG093100.1.v5.1	2799
Pavir.1KG093200.1.v5.1	887
Pavir.1KG093300.1.v5.1	1180
Pavir.1KG093500.1.v5.1	1105
Pavir.1KG093600.3.v5.1	1552
Pavir.1KG093700.1.v5.1	1709
Pavir.1KG093900.2.v5.1	3240
Pavir.1KG094000.1.v5.1	1978
Pavir.1KG094100.1.v5.1	1486
Pavir.1KG094300.1.v5.1	1018
Pavir.1KG094377.1.v5.1	900
Pavir.1KG094400.1.v5.1	736
Pavir.1KG094600.1.v5.1	758
Pavir.1KG094900.2.v5.1	770
Pavir.1KG095000.1.v5.1	1609
Pavir.1KG095100.1.v5.1	1541
Pavir.1KG095400.1.v5.1	2448
Pavir.1KG095477.1.v5.1	828
Pavir.1KG095500.2.v5.1	1272
Pavir.1KG095600.1.v5.1	857
Pavir.1KG095700.1.v5.1	1803
Pavir.1KG095800.1.v5.1	1047
Pavir.1KG095854.1.v5.1	2915
Pavir.1KG096000.4.v5.1	1622
Pavir.1KG096177.1.v5.1	1088
Pavir.1KG096377.1.v5.1	1536
Pavir.1KG096400.1.v5.1	1971
Pavir.1KG096500.1.v5.1	1312
Pavir.1KG096600.2.v5.1	1551
Pavir.1KG096777.1.v5.1	273
Pavir.1KG096877.1.v5.1	837
Pavir.1KG096900.2.v5.1	4128
Pavir.1KG097277.4.v5.1	4439
Pavir.1KG097300.4.v5.1	3323
Pavir.1KG097400.3.v5.1	2474
Pavir.1KG097500.1.v5.1	1402
Pavir.1KG097700.1.v5.1	1598
Pavir.1KG097800.1.v5.1	856
Pavir.1KG097900.1.v5.1	3280
Pavir.1KG098200.1.v5.1	981
Pavir.1KG098300.6.v5.1	3465
Pavir.1KG098400.1.v5.1	851
Pavir.1KG098700.2.v5.1	7147
Pavir.1KG098777.3.v5.1	837
Pavir.1KG098900.3.v5.1	2946
Pavir.1KG099100.1.v5.1	543
Pavir.1KG099154.1.v5.1	456
Pavir.1KG099200.1.v5.1	884
Pavir.1KG099277.1.v5.1	1005
Pavir.1KG099400.1.v5.1	1067
Pavir.1KG099477.1.v5.1	1080
Pavir.1KG099531.2.v5.1	723
Pavir.1KG099600.3.v5.1	1578
Pavir.1KG099654.1.v5.1	2202
Pavir.1KG099700.2.v5.1	1352
Pavir.1KG099777.1.v5.1	811
Pavir.1KG099800.1.v5.1	5902
Pavir.1KG099854.2.v5.1	843
Pavir.1KG099900.3.v5.1	201
Pavir.1KG099908.1.v5.1	231
Pavir.1KG100000.2.v5.1	1769
Pavir.1KG100154.2.v5.1	1067
Pavir.1KG100200.1.v5.1	1116
Pavir.1KG100231.1.v5.1	1028
Pavir.1KG100285.2.v5.1	2214
Pavir.1KG100300.1.v5.1	1951
Pavir.1KG100377.1.v5.1	819
Pavir.1KG100531.1.v5.1	576
Pavir.1KG100600.2.v5.1	624
Pavir.1KG100677.1.v5.1	510
Pavir.1KG100700.1.v5.1	834
Pavir.1KG100754.1.v5.1	1435
Pavir.1KG100800.2.v5.1	735
Pavir.1KG100908.1.v5.1	1077
Pavir.1KG101000.1.v5.1	1350
Pavir.1KG101054.3.v5.1	2493
Pavir.1KG101200.3.v5.1	1935
Pavir.1KG101285.1.v5.1	576
Pavir.1KG101300.4.v5.1	2120
Pavir.1KG101400.1.v5.1	1602
Pavir.1KG101500.1.v5.1	3368
Pavir.1KG101600.1.v5.1	3369
Pavir.1KG101662.1.v5.1	684
Pavir.1KG101700.7.v5.1	3523
Pavir.1KG101800.1.v5.1	3188
Pavir.1KG101977.1.v5.1	413
Pavir.1KG102000.3.v5.1	2290
Pavir.1KG102300.1.v5.1	2667
Pavir.1KG102377.1.v5.1	2034
Pavir.1KG102400.2.v5.1	336
Pavir.1KG102677.1.v5.1	894
Pavir.1KG102754.1.v5.1	2324
Pavir.1KG102777.1.v5.1	3347
Pavir.1KG102800.1.v5.1	1647
Pavir.1KG103100.3.v5.1	1609
Pavir.1KG103131.15.v5.1	3596
Pavir.1KG103154.1.v5.1	510
Pavir.1KG103177.1.v5.1	1548
Pavir.1KG103200.2.v5.1	1682
Pavir.1KG103400.1.v5.1	1585
Pavir.1KG103477.1.v5.1	417
Pavir.1KG103500.1.v5.1	2221
Pavir.1KG103508.1.v5.1	252
Pavir.1KG103554.1.v5.1	950
Pavir.1KG103577.1.v5.1	882
Pavir.1KG103800.1.v5.1	402
Pavir.1KG103854.1.v5.1	663
Pavir.1KG103877.2.v5.1	2473
Pavir.1KG103885.1.v5.1	804
Pavir.1KG103900.3.v5.1	2145
Pavir.1KG103954.1.v5.1	675
Pavir.1KG104000.21.v5.1	3157
Pavir.1KG104200.2.v5.1	2380
Pavir.1KG104254.1.v5.1	697
Pavir.1KG104262.2.v5.1	2471
Pavir.1KG104300.1.v5.1	1320
Pavir.1KG104331.2.v5.1	2599
Pavir.1KG104377.1.v5.1	324
Pavir.1KG104600.5.v5.1	1072
Pavir.1KG104639.1.v5.1	276
Pavir.1KG104677.1.v5.1	689
Pavir.1KG104700.6.v5.1	4121
Pavir.1KG104708.1.v5.1	150
Pavir.1KG104800.1.v5.1	237
Pavir.1KG104900.1.v5.1	1547
Pavir.1KG105000.5.v5.1	2770
Pavir.1KG105054.1.v5.1	825
Pavir.1KG105100.1.v5.1	780
Pavir.1KG105200.1.v5.1	1268
Pavir.1KG105300.1.v5.1	1405
Pavir.1KG105400.1.v5.1	558
Pavir.1KG105600.1.v5.1	1247
Pavir.1KG105700.1.v5.1	1893
Pavir.1KG105777.1.v5.1	282
Pavir.1KG105800.1.v5.1	1555
Pavir.1KG105900.1.v5.1	2441
Pavir.1KG106100.3.v5.1	3810
Pavir.1KG106200.5.v5.1	1955
Pavir.1KG106577.1.v5.1	453
Pavir.1KG106600.1.v5.1	1490
Pavir.1KG106700.2.v5.1	2340
Pavir.1KG106800.2.v5.1	3518
Pavir.1KG107000.1.v5.1	605
Pavir.1KG107100.2.v5.1	691
Pavir.1KG107300.5.v5.1	3325
Pavir.1KG107400.1.v5.1	1014
Pavir.1KG107500.3.v5.1	2020
Pavir.1KG107600.1.v5.1	2240
Pavir.1KG107700.3.v5.1	1783
Pavir.1KG107777.1.v5.1	873
Pavir.1KG107800.1.v5.1	1594
Pavir.1KG107900.1.v5.1	580
Pavir.1KG108000.1.v5.1	1195
Pavir.1KG108154.1.v5.1	633
Pavir.1KG108300.1.v5.1	3160
Pavir.1KG108677.1.v5.1	1125
Pavir.1KG108700.1.v5.1	435
Pavir.1KG109000.2.v5.1	4664
Pavir.1KG109500.1.v5.1	1021
Pavir.1KG109600.3.v5.1	1890
Pavir.1KG109700.1.v5.1	1598
Pavir.1KG109800.2.v5.1	2333
Pavir.1KG109900.1.v5.1	1200
Pavir.1KG110000.1.v5.1	486
Pavir.1KG110100.1.v5.1	381
Pavir.1KG110200.14.v5.1	4713
Pavir.1KG110300.3.v5.1	1919
Pavir.1KG110400.1.v5.1	760
Pavir.1KG110500.3.v5.1	1545
Pavir.1KG110600.1.v5.1	1741
Pavir.1KG110700.1.v5.1	1771
Pavir.1KG110800.1.v5.1	1455
Pavir.1KG110813.2.v5.1	1394
Pavir.1KG110826.1.v5.1	1196
Pavir.1KG110839.5.v5.1	3759
Pavir.1KG110852.1.v5.1	908
Pavir.1KG110865.1.v5.1	1146
Pavir.1KG110878.1.v5.1	844
Pavir.1KG110891.1.v5.1	627
Pavir.1KG110904.1.v5.1	2173
Pavir.1KG110917.1.v5.1	1839
Pavir.1KG110930.1.v5.1	294
Pavir.1KG110943.1.v5.1	2144
Pavir.1KG110956.1.v5.1	1686
Pavir.1KG110969.3.v5.1	2927
Pavir.1KG110982.3.v5.1	1334
Pavir.1KG110995.1.v5.1	1256
Pavir.1KG111008.1.v5.1	1742
Pavir.1KG111021.2.v5.1	3004
Pavir.1KG111034.1.v5.1	1404
Pavir.1KG111047.2.v5.1	1487
Pavir.1KG111060.1.v5.1	1929
Pavir.1KG111073.1.v5.1	740
Pavir.1KG111086.4.v5.1	2672
Pavir.1KG111099.6.v5.1	3412
Pavir.1KG111112.2.v5.1	1672
Pavir.1KG111125.2.v5.1	1381
Pavir.1KG111138.1.v5.1	3067
Pavir.1KG111151.1.v5.1	1101
Pavir.1KG111164.1.v5.1	1538
Pavir.1KG111177.2.v5.1	1292
Pavir.1KG111190.1.v5.1	1246
Pavir.1KG111203.1.v5.1	752
Pavir.1KG111216.1.v5.1	402
Pavir.1KG111229.1.v5.1	1538
Pavir.1KG111242.1.v5.1	1112
Pavir.1KG111255.1.v5.1	1656
Pavir.1KG111268.2.v5.1	1222
Pavir.1KG111281.2.v5.1	1566
Pavir.1KG111294.4.v5.1	6226
Pavir.1KG111307.1.v5.1	381
Pavir.1KG111320.1.v5.1	351
Pavir.1KG111333.1.v5.1	1699
Pavir.1KG111346.1.v5.1	504
Pavir.1KG111359.1.v5.1	1233
Pavir.1KG111372.1.v5.1	285
Pavir.1KG111385.1.v5.1	1050
Pavir.1KG111398.1.v5.1	2203
Pavir.1KG111411.1.v5.1	1460
Pavir.1KG111424.1.v5.1	1997
Pavir.1KG111437.2.v5.1	1922
Pavir.1KG111450.1.v5.1	1997
Pavir.1KG111463.1.v5.1	1035
Pavir.1KG111476.2.v5.1	7344
Pavir.1KG111489.1.v5.1	3241
Pavir.1KG111502.1.v5.1	2514
Pavir.1KG111515.1.v5.1	1395
Pavir.1KG111528.1.v5.1	922
Pavir.1KG111541.5.v5.1	1698
Pavir.1KG111554.1.v5.1	2302
Pavir.1KG111567.1.v5.1	228
Pavir.1KG111580.13.v5.1	3890
Pavir.1KG111593.5.v5.1	3657
Pavir.1KG111606.1.v5.1	868
Pavir.1KG111619.1.v5.1	1348
Pavir.1KG111632.3.v5.1	1314
Pavir.1KG111645.1.v5.1	900
Pavir.1KG111658.6.v5.1	3634
Pavir.1KG111671.1.v5.1	1055
Pavir.1KG111684.2.v5.1	3956
Pavir.1KG111697.1.v5.1	1811
Pavir.1KG111710.1.v5.1	548
Pavir.1KG111723.8.v5.1	1881
Pavir.1KG111736.1.v5.1	703
Pavir.1KG111749.2.v5.1	937
Pavir.1KG111762.1.v5.1	1609
Pavir.1KG111775.1.v5.1	3513
Pavir.1KG111788.1.v5.1	1080
Pavir.1KG111801.1.v5.1	1254
Pavir.1KG111814.3.v5.1	1457
Pavir.1KG111827.1.v5.1	623
Pavir.1KG111840.1.v5.1	1837
Pavir.1KG111853.1.v5.1	2755
Pavir.1KG111866.1.v5.1	833
Pavir.1KG111879.1.v5.1	580
Pavir.1KG111892.1.v5.1	624
Pavir.1KG111905.1.v5.1	805
Pavir.1KG111918.1.v5.1	1104
Pavir.1KG111931.1.v5.1	372
Pavir.1KG111944.1.v5.1	1629
Pavir.1KG111957.2.v5.1	1647
Pavir.1KG111970.1.v5.1	774
Pavir.1KG111983.1.v5.1	3655
Pavir.1KG111996.2.v5.1	1905
Pavir.1KG112009.1.v5.1	1603
Pavir.1KG112022.1.v5.1	498
Pavir.1KG112035.1.v5.1	462
Pavir.1KG112048.1.v5.1	574
Pavir.1KG112061.2.v5.1	1069
Pavir.1KG112074.1.v5.1	1819
Pavir.1KG112087.2.v5.1	3830
Pavir.1KG112101.4.v5.1	3314
Pavir.1KG112114.1.v5.1	264
Pavir.1KG112127.1.v5.1	2621
Pavir.1KG112140.1.v5.1	1158
Pavir.1KG112153.21.v5.1	4197
Pavir.1KG112166.1.v5.1	964
Pavir.1KG112179.21.v5.1	3811
Pavir.1KG112192.3.v5.1	5196
Pavir.1KG112205.1.v5.1	3057
Pavir.1KG112218.1.v5.1	798
Pavir.1KG112231.1.v5.1	1826
Pavir.1KG112244.1.v5.1	333
Pavir.1KG112257.1.v5.1	3845
Pavir.1KG112270.1.v5.1	1695
Pavir.1KG112283.1.v5.1	1046
Pavir.1KG112296.1.v5.1	1528
Pavir.1KG112309.2.v5.1	2150
Pavir.1KG112322.1.v5.1	1683
Pavir.1KG112335.1.v5.1	1407
Pavir.1KG112348.1.v5.1	1743
Pavir.1KG112361.1.v5.1	668
Pavir.1KG112374.1.v5.1	4494
Pavir.1KG114200.2.v5.1	927
Pavir.1KG114700.1.v5.1	625
Pavir.1KG114800.1.v5.1	909
Pavir.1KG115077.1.v5.1	1830
Pavir.1KG115100.2.v5.1	3387
Pavir.1KG115177.1.v5.1	838
Pavir.1KG115454.1.v5.1	393
Pavir.1KG115831.1.v5.1	1497
Pavir.1KG116000.1.v5.1	453
Pavir.1KG116084.1.v5.1	414
Pavir.1KG116100.1.v5.1	895
Pavir.1KG116208.1.v5.1	462
Pavir.1KG116300.3.v5.1	4078
Pavir.1KG116377.1.v5.1	474
Pavir.1KG116500.2.v5.1	1759
Pavir.1KG116600.2.v5.1	1028
Pavir.1KG116754.1.v5.1	750
Pavir.1KG116800.1.v5.1	987
Pavir.1KG116877.1.v5.1	336
Pavir.1KG116900.1.v5.1	3930
Pavir.1KG117100.1.v5.1	789
Pavir.1KG117177.1.v5.1	867
Pavir.1KG117200.2.v5.1	2090
Pavir.1KG117254.1.v5.1	738
Pavir.1KG117300.1.v5.1	2873
Pavir.1KG117400.1.v5.1	1974
Pavir.1KG117500.1.v5.1	1316
Pavir.1KG117600.1.v5.1	523
Pavir.1KG118000.1.v5.1	564
Pavir.1KG118100.1.v5.1	514
Pavir.1KG118200.3.v5.1	976
Pavir.1KG118400.1.v5.1	219
Pavir.1KG118477.1.v5.1	1503
Pavir.1KG118500.1.v5.1	444
Pavir.1KG118600.1.v5.1	497
Pavir.1KG118700.1.v5.1	1091
Pavir.1KG118777.1.v5.1	610
Pavir.1KG118800.1.v5.1	803
Pavir.1KG118854.1.v5.1	336
Pavir.1KG119000.1.v5.1	2531
Pavir.1KG119231.1.v5.1	507
Pavir.1KG119300.1.v5.1	1274
Pavir.1KG119377.1.v5.1	1164
Pavir.1KG119400.10.v5.1	3800
Pavir.1KG119500.7.v5.1	3013
Pavir.1KG119608.1.v5.1	702
Pavir.1KG119677.1.v5.1	3555
Pavir.1KG119700.1.v5.1	3187
Pavir.1KG119754.1.v5.1	3614
Pavir.1KG119800.1.v5.1	801
Pavir.1KG119900.2.v5.1	1900
Pavir.1KG119985.1.v5.1	517
Pavir.1KG120054.1.v5.1	282
Pavir.1KG120077.1.v5.1	333
Pavir.1KG120100.1.v5.1	800
Pavir.1KG120131.1.v5.1	264
Pavir.1KG120362.1.v5.1	1357
Pavir.1KG120400.2.v5.1	2073
Pavir.1KG120500.1.v5.1	994
Pavir.1KG120600.1.v5.1	672
Pavir.1KG120700.20.v5.1	4085
Pavir.1KG120739.2.v5.1	1514
Pavir.1KG120777.1.v5.1	1651
Pavir.1KG120800.6.v5.1	3018
Pavir.1KG120900.2.v5.1	1713
Pavir.1KG121100.1.v5.1	2510
Pavir.1KG121154.1.v5.1	1386
Pavir.1KG121477.1.v5.1	638
Pavir.1KG121531.1.v5.1	933
Pavir.1KG121600.1.v5.1	594
Pavir.1KG121700.1.v5.1	1038
Pavir.1KG121800.5.v5.1	3957
Pavir.1KG121977.1.v5.1	3302
Pavir.1KG122000.4.v5.1	2174
Pavir.1KG122100.1.v5.1	183
Pavir.1KG122200.2.v5.1	4768
Pavir.1KG122300.2.v5.1	1384
Pavir.1KG122354.4.v5.1	3666
Pavir.1KG122400.1.v5.1	2470
Pavir.1KG122500.1.v5.1	935
Pavir.1KG122700.1.v5.1	2135
Pavir.1KG122731.1.v5.1	1192
Pavir.1KG122900.2.v5.1	3631
Pavir.1KG123000.1.v5.1	1905
Pavir.1KG123100.1.v5.1	933
Pavir.1KG123200.1.v5.1	1736
Pavir.1KG123377.1.v5.1	2054
Pavir.1KG123400.2.v5.1	3242
Pavir.1KG123700.3.v5.1	2509
Pavir.1KG123754.1.v5.1	330
Pavir.1KG123800.1.v5.1	1606
Pavir.1KG124000.2.v5.1	2235
Pavir.1KG124077.1.v5.1	405
Pavir.1KG124100.1.v5.1	1316
Pavir.1KG124131.1.v5.1	1759
Pavir.1KG124200.2.v5.1	405
Pavir.1KG124377.1.v5.1	1960
Pavir.1KG124400.1.v5.1	1789
Pavir.1KG124500.1.v5.1	2294
Pavir.1KG124800.2.v5.1	3469
Pavir.1KG125100.1.v5.1	2039
Pavir.1KG125177.1.v5.1	436
Pavir.1KG125200.11.v5.1	3319
Pavir.1KG125400.1.v5.1	632
Pavir.1KG125577.1.v5.1	860
Pavir.1KG125600.6.v5.1	1729
Pavir.1KG125700.2.v5.1	1869
Pavir.1KG125800.3.v5.1	946
Pavir.1KG125900.1.v5.1	4879
Pavir.1KG126000.1.v5.1	913
Pavir.1KG126100.1.v5.1	1065
Pavir.1KG126300.1.v5.1	2015
Pavir.1KG126400.3.v5.1	1457
Pavir.1KG126500.1.v5.1	818
Pavir.1KG126600.2.v5.1	1642
Pavir.1KG126677.1.v5.1	825
Pavir.1KG126700.8.v5.1	5968
Pavir.1KG126800.2.v5.1	1506
Pavir.1KG126900.1.v5.1	2641
Pavir.1KG127000.2.v5.1	1077
Pavir.1KG127054.1.v5.1	233
Pavir.1KG127277.1.v5.1	513
Pavir.1KG127400.1.v5.1	563
Pavir.1KG127500.1.v5.1	674
Pavir.1KG127600.1.v5.1	681
Pavir.1KG127700.1.v5.1	800
Pavir.1KG127877.1.v5.1	1700
Pavir.1KG127900.2.v5.1	414
Pavir.1KG127977.1.v5.1	574
Pavir.1KG131700.1.v5.1	1266
Pavir.1KG131800.6.v5.1	779
Pavir.1KG131900.2.v5.1	2379
Pavir.1KG132077.1.v5.1	754
Pavir.1KG132100.1.v5.1	189
Pavir.1KG132177.1.v5.1	761
Pavir.1KG132277.2.v5.1	1167
Pavir.1KG132477.1.v5.1	586
Pavir.1KG132500.1.v5.1	418
Pavir.1KG132554.3.v5.1	1806
Pavir.1KG132654.1.v5.1	357
Pavir.1KG132877.1.v5.1	279
Pavir.1KG132931.1.v5.1	3112
Pavir.1KG137600.2.v5.1	6224
Pavir.1KG137700.2.v5.1	2640
Pavir.1KG137705.1.v5.1	315
Pavir.1KG138000.1.v5.1	4406
Pavir.1KG138005.1.v5.1	922
Pavir.1KG138010.2.v5.1	3611
Pavir.1KG138015.1.v5.1	489
Pavir.1KG138600.1.v5.1	2423
Pavir.1KG138605.1.v5.1	978
Pavir.1KG138610.1.v5.1	947
Pavir.1KG138700.1.v5.1	878
Pavir.1KG138800.3.v5.1	1255
Pavir.1KG139000.2.v5.1	1977
Pavir.1KG139005.1.v5.1	495
Pavir.1KG139010.1.v5.1	1936
Pavir.1KG139015.1.v5.1	1121
Pavir.1KG139020.1.v5.1	438
Pavir.1KG139300.1.v5.1	1342
Pavir.1KG139400.1.v5.1	918
Pavir.1KG139600.3.v5.1	1218
Pavir.1KG139700.1.v5.1	3904
Pavir.1KG139900.2.v5.1	1585
Pavir.1KG140000.8.v5.1	3169
Pavir.1KG140200.2.v5.1	354
Pavir.1KG140300.2.v5.1	1447
Pavir.1KG140600.1.v5.1	1983
Pavir.1KG140700.4.v5.1	4048
Pavir.1KG140800.2.v5.1	1056
Pavir.1KG140805.4.v5.1	1481
Pavir.1KG140810.1.v5.1	1098
Pavir.1KG141077.1.v5.1	270
Pavir.1KG141454.1.v5.1	3879
Pavir.1KG141831.1.v5.1	1214
Pavir.1KG142000.2.v5.1	1527
Pavir.1KG142208.1.v5.1	1845
Pavir.1KG142300.1.v5.1	1749
Pavir.1KG142400.3.v5.1	1748
Pavir.1KG142500.4.v5.1	820
Pavir.1KG142800.5.v5.1	4822
Pavir.1KG142805.1.v5.1	1239
Pavir.1KG142810.1.v5.1	366
Pavir.1KG143000.6.v5.1	3712
Pavir.1KG145100.1.v5.1	3516
Pavir.1KG145105.1.v5.1	461
Pavir.1KG145110.1.v5.1	1899
Pavir.1KG145115.1.v5.1	1238
Pavir.1KG145120.1.v5.1	3612
Pavir.1KG146700.1.v5.1	1248
Pavir.1KG146800.3.v5.1	1150
Pavir.1KG146805.1.v5.1	909
Pavir.1KG146810.1.v5.1	1795
Pavir.1KG147000.1.v5.1	1336
Pavir.1KG147300.1.v5.1	2248
Pavir.1KG147377.2.v5.1	2565
Pavir.1KG147400.1.v5.1	2358
Pavir.1KG147500.1.v5.1	1646
Pavir.1KG147600.1.v5.1	1801
Pavir.1KG147677.1.v5.1	1605
Pavir.1KG147700.1.v5.1	1251
Pavir.1KG147754.1.v5.1	450
Pavir.1KG147800.2.v5.1	672
Pavir.1KG147900.1.v5.1	1413
Pavir.1KG147905.1.v5.1	1235
Pavir.1KG147910.1.v5.1	1524
Pavir.1KG147915.1.v5.1	420
Pavir.1KG148131.2.v5.1	1225
Pavir.1KG148200.1.v5.1	2075
Pavir.1KG148300.1.v5.1	1301
Pavir.1KG148577.1.v5.1	306
Pavir.1KG148600.1.v5.1	506
Pavir.1KG148700.1.v5.1	1642
Pavir.1KG148800.1.v5.1	658
Pavir.1KG148900.2.v5.1	1638
Pavir.1KG148954.2.v5.1	2029
Pavir.1KG149000.2.v5.1	1201
Pavir.1KG149200.2.v5.1	3399
Pavir.1KG149400.1.v5.1	1140
Pavir.1KG149500.1.v5.1	666
Pavir.1KG149600.1.v5.1	633
Pavir.1KG149900.1.v5.1	1361
Pavir.1KG150000.1.v5.1	2957
Pavir.1KG150100.2.v5.1	1371
Pavir.1KG150200.1.v5.1	1775
Pavir.1KG150400.1.v5.1	363
Pavir.1KG150500.1.v5.1	1878
Pavir.1KG150600.1.v5.1	1521
Pavir.1KG150700.2.v5.1	1337
Pavir.1KG150800.1.v5.1	1283
Pavir.1KG150833.1.v5.1	312
Pavir.1KG150933.1.v5.1	540
Pavir.1KG151000.1.v5.1	1194
Pavir.1KG151100.1.v5.1	981
Pavir.1KG151200.1.v5.1	681
Pavir.1KG151300.2.v5.1	1313
Pavir.1KG151500.1.v5.1	293
Pavir.1KG151900.4.v5.1	2592
Pavir.1KG152300.4.v5.1	1241
Pavir.1KG152400.1.v5.1	1523
